,InvoiceNo,item_sku,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,gmv,CancelledOrder,InternationalOrders,TotalPrice
2313,556469,22386,JUMBO BAG PINK POLKADOT,50,2011-06-12 11:37:00,2.08,12516.0,Germany,104.0,0,1,104.0
2314,556474,22386,JUMBO BAG PINK POLKADOT,1,2011-06-12 12:01:00,2.08,16007.0,United Kingdom,2.08,0,0,2.08
2315,556512,22386,JUMBO BAG PINK POLKADOT,5,2011-06-13 10:44:00,2.08,14688.0,United Kingdom,10.4,0,0,10.4
2316,556529,22386,JUMBO BAG PINK POLKADOT,10,2011-06-13 11:41:00,2.08,12714.0,France,20.8,0,1,20.8
2317,556541,22386,JUMBO BAG PINK POLKADOT,30,2011-06-13 12:52:00,2.08,13552.0,United Kingdom,62.400000000000006,0,0,62.400000000000006
2318,556629,22386,JUMBO BAG PINK POLKADOT,20,2011-06-13 14:55:00,2.08,14841.0,United Kingdom,41.6,0,0,41.6
2319,556728,22386,JUMBO BAG PINK POLKADOT,6,2011-06-14 11:36:00,2.08,15719.0,United Kingdom,12.48,0,0,12.48
2320,556731,22386,JUMBO BAG PINK POLKADOT,2,2011-06-14 11:41:00,2.08,18283.0,United Kingdom,4.16,0,0,4.16
2321,556732,22386,JUMBO BAG PINK POLKADOT,10,2011-06-14 11:47:00,2.08,15039.0,United Kingdom,20.8,0,0,20.8
2322,556876,22386,JUMBO BAG PINK POLKADOT,1,2011-06-15 11:56:00,2.08,16241.0,United Kingdom,2.08,0,0,2.08
2323,556887,22386,JUMBO BAG PINK POLKADOT,2,2011-06-15 12:36:00,2.08,14606.0,United Kingdom,4.16,0,0,4.16
2324,556890,22386,JUMBO BAG PINK POLKADOT,20,2011-06-15 12:48:00,2.08,17581.0,United Kingdom,41.6,0,0,41.6
2325,556912,22386,JUMBO BAG PINK POLKADOT,2,2011-06-15 13:26:00,2.08,15005.0,United Kingdom,4.16,0,0,4.16
2326,556956,22386,JUMBO BAG PINK POLKADOT,100,2011-06-16 09:04:00,1.75,13694.0,United Kingdom,175.0,0,0,175.0
2327,557011,22386,JUMBO BAG PINK POLKADOT,6,2011-06-16 11:50:00,2.08,16279.0,United Kingdom,12.48,0,0,12.48
2328,557066,22386,JUMBO BAG PINK POLKADOT,10,2011-06-16 15:10:00,2.08,17463.0,United Kingdom,20.8,0,0,20.8
2329,557283,22386,JUMBO BAG PINK POLKADOT,3,2011-06-19 12:26:00,2.08,16813.0,United Kingdom,6.24,0,0,6.24
2330,557350,22386,JUMBO BAG PINK POLKADOT,10,2011-06-20 10:41:00,2.08,16670.0,United Kingdom,20.8,0,0,20.8
2331,557406,22386,JUMBO BAG PINK POLKADOT,5,2011-06-20 11:30:00,2.08,15747.0,United Kingdom,10.4,0,0,10.4
2332,557466,22386,JUMBO BAG PINK POLKADOT,30,2011-06-20 13:08:00,2.08,13815.0,Germany,62.400000000000006,0,1,62.400000000000006
2333,557485,22386,JUMBO BAG PINK POLKADOT,300,2011-06-20 14:38:00,1.79,15769.0,United Kingdom,537.0,0,0,537.0
2334,557489,22386,JUMBO BAG PINK POLKADOT,10,2011-06-20 14:58:00,2.08,12490.0,France,20.8,0,1,20.8
2335,557577,22386,JUMBO BAG PINK POLKADOT,2,2011-06-21 11:02:00,2.08,14606.0,United Kingdom,4.16,0,0,4.16
2336,557604,22386,JUMBO BAG PINK POLKADOT,10,2011-06-21 12:03:00,2.08,15039.0,United Kingdom,20.8,0,0,20.8
2337,557628,22386,JUMBO BAG PINK POLKADOT,100,2011-06-21 14:31:00,1.79,15311.0,United Kingdom,179.0,0,0,179.0
2338,557630,22386,JUMBO BAG PINK POLKADOT,10,2011-06-21 14:53:00,2.08,13178.0,United Kingdom,20.8,0,0,20.8
2339,557744,22386,JUMBO BAG PINK POLKADOT,10,2011-06-22 12:09:00,2.08,15194.0,United Kingdom,20.8,0,0,20.8
2340,557745,22386,JUMBO BAG PINK POLKADOT,3,2011-06-22 12:16:00,2.08,15750.0,United Kingdom,6.24,0,0,6.24
2341,557763,22386,JUMBO BAG PINK POLKADOT,20,2011-06-22 14:10:00,2.08,17669.0,United Kingdom,41.6,0,0,41.6
2342,557798,22386,JUMBO BAG PINK POLKADOT,10,2011-06-23 09:38:00,2.08,16187.0,United Kingdom,20.8,0,0,20.8
2343,557951,22386,JUMBO BAG PINK POLKADOT,10,2011-06-23 17:53:00,2.08,14825.0,United Kingdom,20.8,0,0,20.8
2344,557954,22386,JUMBO BAG PINK POLKADOT,3,2011-06-23 18:44:00,2.08,15023.0,United Kingdom,6.24,0,0,6.24
2345,557956,22386,JUMBO BAG PINK POLKADOT,1,2011-06-23 19:20:00,2.08,18283.0,United Kingdom,2.08,0,0,2.08
2346,557956,22386,JUMBO BAG PINK POLKADOT,2,2011-06-23 19:20:00,2.08,18283.0,United Kingdom,4.16,0,0,4.16
2347,557961,22386,JUMBO BAG PINK POLKADOT,20,2011-06-24 08:40:00,2.08,18257.0,United Kingdom,41.6,0,0,41.6
2348,558043,22386,JUMBO BAG PINK POLKADOT,10,2011-06-24 13:28:00,2.08,13425.0,United Kingdom,20.8,0,0,20.8
2349,558045,22386,JUMBO BAG PINK POLKADOT,20,2011-06-24 13:35:00,2.08,12615.0,France,41.6,0,1,41.6
2350,558107,22386,JUMBO BAG PINK POLKADOT,10,2011-06-26 15:09:00,2.08,17811.0,United Kingdom,20.8,0,0,20.8
2351,558192,22386,JUMBO BAG PINK POLKADOT,100,2011-06-27 12:23:00,1.74,16029.0,United Kingdom,174.0,0,0,174.0
2352,558235,22386,JUMBO BAG PINK POLKADOT,10,2011-06-27 14:41:00,2.08,16242.0,United Kingdom,20.8,0,0,20.8
2353,558260,22386,JUMBO BAG PINK POLKADOT,10,2011-06-28 08:38:00,2.08,16945.0,United Kingdom,20.8,0,0,20.8
2354,558262,22386,JUMBO BAG PINK POLKADOT,100,2011-06-28 08:45:00,1.79,14646.0,Netherlands,179.0,0,1,179.0
2355,558390,22386,JUMBO BAG PINK POLKADOT,20,2011-06-29 10:23:00,2.08,13461.0,United Kingdom,41.6,0,0,41.6
2356,558430,22386,JUMBO BAG PINK POLKADOT,10,2011-06-29 12:12:00,2.08,13238.0,United Kingdom,20.8,0,0,20.8
2357,558454,22386,JUMBO BAG PINK POLKADOT,10,2011-06-29 13:58:00,2.08,17063.0,United Kingdom,20.8,0,0,20.8
2358,558552,22386,JUMBO BAG PINK POLKADOT,100,2011-06-30 12:42:00,1.75,13694.0,United Kingdom,175.0,0,0,175.0
2359,558567,22386,JUMBO BAG PINK POLKADOT,10,2011-06-30 14:37:00,2.08,14191.0,United Kingdom,20.8,0,0,20.8
2360,558630,22386,JUMBO BAG PINK POLKADOT,10,2011-06-30 18:07:00,2.08,15615.0,United Kingdom,20.8,0,0,20.8
2361,558633,22386,JUMBO BAG PINK POLKADOT,10,2011-06-30 19:13:00,2.08,16745.0,United Kingdom,20.8,0,0,20.8
2362,558643,22386,JUMBO BAG PINK POLKADOT,20,2011-07-01 09:51:00,2.08,13534.0,United Kingdom,41.6,0,0,41.6
2363,558696,22386,JUMBO BAG PINK POLKADOT,10,2011-07-01 12:09:00,2.08,16746.0,United Kingdom,20.8,0,0,20.8
2364,558746,22386,JUMBO BAG PINK POLKADOT,5,2011-07-01 17:23:00,2.08,14415.0,United Kingdom,10.4,0,0,10.4
2365,558760,22386,JUMBO BAG PINK POLKADOT,4,2011-07-03 12:38:00,2.08,16918.0,United Kingdom,8.32,0,0,8.32
2366,558919,22386,JUMBO BAG PINK POLKADOT,10,2011-07-05 09:56:00,2.08,15078.0,United Kingdom,20.8,0,0,20.8
2367,558927,22386,JUMBO BAG PINK POLKADOT,10,2011-07-05 10:23:00,2.08,18177.0,United Kingdom,20.8,0,0,20.8
2368,559011,22386,JUMBO BAG PINK POLKADOT,10,2011-07-05 12:50:00,2.08,17049.0,United Kingdom,20.8,0,0,20.8
2369,559120,22386,JUMBO BAG PINK POLKADOT,2,2011-07-06 12:18:00,2.08,16393.0,United Kingdom,4.16,0,0,4.16
2370,559146,22386,JUMBO BAG PINK POLKADOT,10,2011-07-06 14:18:00,2.08,12921.0,United Kingdom,20.8,0,0,20.8
2371,559316,22386,JUMBO BAG PINK POLKADOT,10,2011-07-07 13:54:00,2.08,12647.0,Germany,20.8,0,1,20.8
2372,559322,22386,JUMBO BAG PINK POLKADOT,200,2011-07-07 14:46:00,1.79,15769.0,United Kingdom,358.0,0,0,358.0
2373,559336,22386,JUMBO BAG PINK POLKADOT,2,2011-07-07 16:17:00,2.08,17315.0,United Kingdom,4.16,0,0,4.16
2374,559363,22386,JUMBO BAG PINK POLKADOT,10,2011-07-08 08:45:00,2.08,16091.0,United Kingdom,20.8,0,0,20.8
2375,559364,22386,JUMBO BAG PINK POLKADOT,10,2011-07-08 08:48:00,2.08,17735.0,United Kingdom,20.8,0,0,20.8
2376,559459,22386,JUMBO BAG PINK POLKADOT,2,2011-07-08 12:53:00,2.08,15311.0,United Kingdom,4.16,0,0,4.16
2377,559465,22386,JUMBO BAG PINK POLKADOT,100,2011-07-08 13:26:00,1.79,14680.0,United Kingdom,179.0,0,0,179.0
2378,559512,22386,JUMBO BAG PINK POLKADOT,20,2011-07-08 15:54:00,2.08,14188.0,United Kingdom,41.6,0,0,41.6
2379,559684,22386,JUMBO BAG PINK POLKADOT,10,2011-07-11 15:05:00,2.08,14367.0,United Kingdom,20.8,0,0,20.8
2380,559751,22386,JUMBO BAG PINK POLKADOT,3,2011-07-12 11:28:00,2.08,14688.0,United Kingdom,6.24,0,0,6.24
2381,559751,22386,JUMBO BAG PINK POLKADOT,1,2011-07-12 11:28:00,2.08,14688.0,United Kingdom,2.08,0,0,2.08
2382,559784,22386,JUMBO BAG PINK POLKADOT,100,2011-07-12 12:07:00,1.79,16839.0,United Kingdom,179.0,0,0,179.0
2383,559831,22386,JUMBO BAG PINK POLKADOT,20,2011-07-13 09:58:00,2.08,14709.0,United Kingdom,41.6,0,0,41.6
2384,559865,22386,JUMBO BAG PINK POLKADOT,10,2011-07-13 10:39:00,2.08,14409.0,United Kingdom,20.8,0,0,20.8
2385,559876,22386,JUMBO BAG PINK POLKADOT,4,2011-07-13 11:09:00,2.08,15752.0,United Kingdom,8.32,0,0,8.32
2386,559897,22386,JUMBO BAG PINK POLKADOT,10,2011-07-13 12:18:00,2.08,16779.0,United Kingdom,20.8,0,0,20.8
2387,559937,22386,JUMBO BAG PINK POLKADOT,10,2011-07-14 10:11:00,2.08,13577.0,United Kingdom,20.8,0,0,20.8
2388,560025,22386,JUMBO BAG PINK POLKADOT,1,2011-07-14 13:00:00,2.08,18283.0,United Kingdom,2.08,0,0,2.08
2389,560107,22386,JUMBO BAG PINK POLKADOT,10,2011-07-15 08:09:00,2.08,12928.0,United Kingdom,20.8,0,0,20.8
2390,560186,22386,JUMBO BAG PINK POLKADOT,2,2011-07-15 11:57:00,2.08,17266.0,United Kingdom,4.16,0,0,4.16
2391,560232,22386,JUMBO BAG PINK POLKADOT,10,2011-07-17 11:08:00,2.08,14810.0,United Kingdom,20.8,0,0,20.8
2392,560233,22386,JUMBO BAG PINK POLKADOT,4,2011-07-17 11:10:00,2.08,16813.0,United Kingdom,8.32,0,0,8.32
2393,560234,22386,JUMBO BAG PINK POLKADOT,100,2011-07-17 11:21:00,1.79,16180.0,United Kingdom,179.0,0,0,179.0
2394,560271,22386,JUMBO BAG PINK POLKADOT,1,2011-07-17 14:51:00,2.08,16474.0,United Kingdom,2.08,0,0,2.08
2395,560394,22386,JUMBO BAG PINK POLKADOT,8,2011-07-18 13:35:00,2.08,14390.0,United Kingdom,16.64,0,0,16.64
2396,560412,22386,JUMBO BAG PINK POLKADOT,4,2011-07-18 14:32:00,2.08,12748.0,United Kingdom,8.32,0,0,8.32
2397,560422,22386,JUMBO BAG PINK POLKADOT,10,2011-07-18 15:14:00,2.08,16746.0,United Kingdom,20.8,0,0,20.8
2398,560444,22386,JUMBO BAG PINK POLKADOT,1,2011-07-18 17:15:00,2.08,13764.0,United Kingdom,2.08,0,0,2.08
2399,560444,22386,JUMBO BAG PINK POLKADOT,2,2011-07-18 17:15:00,2.08,13764.0,United Kingdom,4.16,0,0,4.16
2400,560539,22386,JUMBO BAG PINK POLKADOT,10,2011-07-19 12:19:00,2.08,16745.0,United Kingdom,20.8,0,0,20.8
2401,560552,22386,JUMBO BAG PINK POLKADOT,100,2011-07-19 12:54:00,1.79,15311.0,United Kingdom,179.0,0,0,179.0
2402,560580,22386,JUMBO BAG PINK POLKADOT,30,2011-07-19 15:23:00,1.79,14088.0,United Kingdom,53.7,0,0,53.7
2403,560690,22386,JUMBO BAG PINK POLKADOT,10,2011-07-20 12:00:00,2.08,16807.0,United Kingdom,20.8,0,0,20.8
2404,560694,22386,JUMBO BAG PINK POLKADOT,10,2011-07-20 12:05:00,2.08,12757.0,Portugal,20.8,0,1,20.8
2405,560696,22386,JUMBO BAG PINK POLKADOT,2,2011-07-20 12:14:00,2.08,14606.0,United Kingdom,4.16,0,0,4.16
2406,560712,22386,JUMBO BAG PINK POLKADOT,2,2011-07-20 13:06:00,2.08,14456.0,United Kingdom,4.16,0,0,4.16
2407,560723,22386,JUMBO BAG PINK POLKADOT,1,2011-07-20 13:53:00,2.08,16464.0,United Kingdom,2.08,0,0,2.08
2408,560834,22386,JUMBO BAG PINK POLKADOT,20,2011-07-21 12:15:00,2.08,16523.0,United Kingdom,41.6,0,0,41.6
2409,560892,22386,JUMBO BAG PINK POLKADOT,10,2011-07-21 17:08:00,2.08,13089.0,United Kingdom,20.8,0,0,20.8
2410,560915,22386,JUMBO BAG PINK POLKADOT,10,2011-07-21 18:19:00,2.08,13313.0,United Kingdom,20.8,0,0,20.8
2411,560989,22386,JUMBO BAG PINK POLKADOT,12,2011-07-22 13:20:00,2.08,15704.0,United Kingdom,24.96,0,0,24.96
2412,561006,22386,JUMBO BAG PINK POLKADOT,10,2011-07-22 15:02:00,2.08,16161.0,United Kingdom,20.8,0,0,20.8
2413,561025,22386,JUMBO BAG PINK POLKADOT,1,2011-07-24 10:37:00,2.08,16241.0,United Kingdom,2.08,0,0,2.08
2414,561029,22386,JUMBO BAG PINK POLKADOT,10,2011-07-24 11:25:00,2.08,12490.0,France,20.8,0,1,20.8
2415,561034,22386,JUMBO BAG PINK POLKADOT,1,2011-07-24 11:45:00,2.08,15506.0,United Kingdom,2.08,0,0,2.08
2416,561075,22386,JUMBO BAG PINK POLKADOT,10,2011-07-24 15:51:00,2.08,16458.0,United Kingdom,20.8,0,0,20.8
2417,561077,22386,JUMBO BAG PINK POLKADOT,10,2011-07-24 15:53:00,2.08,17649.0,United Kingdom,20.8,0,0,20.8
2418,561085,22386,JUMBO BAG PINK POLKADOT,10,2011-07-25 09:26:00,2.08,14367.0,United Kingdom,20.8,0,0,20.8
2419,561096,22386,JUMBO BAG PINK POLKADOT,20,2011-07-25 10:28:00,2.08,16099.0,United Kingdom,41.6,0,0,41.6
2420,561120,22386,JUMBO BAG PINK POLKADOT,10,2011-07-25 12:50:00,2.08,15835.0,United Kingdom,20.8,0,0,20.8
2421,561320,22386,JUMBO BAG PINK POLKADOT,3,2011-07-26 12:57:00,2.08,16942.0,United Kingdom,6.24,0,0,6.24
2422,561473,22386,JUMBO BAG PINK POLKADOT,10,2011-07-27 13:17:00,2.08,15078.0,United Kingdom,20.8,0,0,20.8
2423,561474,22386,JUMBO BAG PINK POLKADOT,100,2011-07-27 13:18:00,1.79,14680.0,United Kingdom,179.0,0,0,179.0
2424,561485,22386,JUMBO BAG PINK POLKADOT,2,2011-07-27 13:42:00,2.08,17841.0,United Kingdom,4.16,0,0,4.16
2425,561512,22386,JUMBO BAG PINK POLKADOT,2,2011-07-27 15:09:00,2.08,14534.0,United Kingdom,4.16,0,0,4.16
2426,561517,22386,JUMBO BAG PINK POLKADOT,20,2011-07-27 15:17:00,2.08,18226.0,United Kingdom,41.6,0,0,41.6
2427,561616,22386,JUMBO BAG PINK POLKADOT,6,2011-07-28 13:02:00,2.08,15023.0,United Kingdom,12.48,0,0,12.48
2428,561646,22386,JUMBO BAG PINK POLKADOT,100,2011-07-28 15:19:00,1.74,16029.0,United Kingdom,174.0,0,0,174.0
2429,561656,22386,JUMBO BAG PINK POLKADOT,10,2011-07-28 16:03:00,2.08,17071.0,United Kingdom,20.8,0,0,20.8
2430,561685,22386,JUMBO BAG PINK POLKADOT,10,2011-07-28 19:46:00,2.08,14315.0,United Kingdom,20.8,0,0,20.8
2431,561773,22386,JUMBO BAG PINK POLKADOT,1,2011-07-29 12:41:00,2.08,17841.0,United Kingdom,2.08,0,0,2.08
2432,561797,22386,JUMBO BAG PINK POLKADOT,10,2011-07-29 13:37:00,2.08,13178.0,United Kingdom,20.8,0,0,20.8
2433,561804,22386,JUMBO BAG PINK POLKADOT,10,2011-07-29 14:40:00,2.08,14191.0,United Kingdom,20.8,0,0,20.8
2434,561857,22386,JUMBO BAG PINK POLKADOT,10,2011-07-29 16:24:00,2.08,13004.0,United Kingdom,20.8,0,0,20.8
2435,561868,22386,JUMBO BAG PINK POLKADOT,2,2011-07-31 11:26:00,2.08,16813.0,United Kingdom,4.16,0,0,4.16
2436,561881,22386,JUMBO BAG PINK POLKADOT,10,2011-07-31 12:47:00,2.08,16477.0,United Kingdom,20.8,0,0,20.8
2437,561896,22386,JUMBO BAG PINK POLKADOT,10,2011-07-31 15:22:00,2.08,15819.0,United Kingdom,20.8,0,0,20.8
2438,561908,22386,JUMBO BAG PINK POLKADOT,10,2011-08-01 10:09:00,2.08,14239.0,United Kingdom,20.8,0,0,20.8
2439,561917,22386,JUMBO BAG PINK POLKADOT,3,2011-08-01 11:57:00,2.08,16904.0,United Kingdom,6.24,0,0,6.24
2440,561923,22386,JUMBO BAG PINK POLKADOT,10,2011-08-01 12:16:00,2.08,14112.0,United Kingdom,20.8,0,0,20.8
2441,562019,22386,JUMBO BAG PINK POLKADOT,10,2011-08-01 14:57:00,2.08,14709.0,United Kingdom,20.8,0,0,20.8
2442,562099,22386,JUMBO BAG PINK POLKADOT,10,2011-08-02 13:46:00,2.08,14688.0,United Kingdom,20.8,0,0,20.8
2443,562101,22386,JUMBO BAG PINK POLKADOT,10,2011-08-02 14:04:00,2.08,13850.0,United Kingdom,20.8,0,0,20.8
2444,562137,22386,JUMBO BAG PINK POLKADOT,10,2011-08-03 10:04:00,2.08,12720.0,Germany,20.8,0,1,20.8
2445,562161,22386,JUMBO BAG PINK POLKADOT,1,2011-08-03 11:58:00,2.08,17841.0,United Kingdom,2.08,0,0,2.08
2446,562199,22386,JUMBO BAG PINK POLKADOT,3,2011-08-03 12:20:00,2.08,12748.0,United Kingdom,6.24,0,0,6.24
2447,562213,22386,JUMBO BAG PINK POLKADOT,3,2011-08-03 13:39:00,2.08,13975.0,United Kingdom,6.24,0,0,6.24
2448,562263,22386,JUMBO BAG PINK POLKADOT,4,2011-08-03 15:45:00,2.08,17514.0,United Kingdom,8.32,0,0,8.32
2449,562276,22386,JUMBO BAG PINK POLKADOT,10,2011-08-04 10:23:00,2.08,17735.0,United Kingdom,20.8,0,0,20.8
2450,562340,22386,JUMBO BAG PINK POLKADOT,10,2011-08-04 12:05:00,2.08,13985.0,United Kingdom,20.8,0,0,20.8
2451,562348,22386,JUMBO BAG PINK POLKADOT,100,2011-08-04 12:36:00,1.79,17511.0,United Kingdom,179.0,0,0,179.0
2452,562351,22386,JUMBO BAG PINK POLKADOT,10,2011-08-04 13:10:00,2.08,16626.0,United Kingdom,20.8,0,0,20.8
2453,562431,22386,JUMBO BAG PINK POLKADOT,3,2011-08-04 17:37:00,2.08,13069.0,United Kingdom,6.24,0,0,6.24
2454,562450,22386,JUMBO BAG PINK POLKADOT,10,2011-08-05 08:40:00,2.08,12562.0,France,20.8,0,1,20.8
2455,562456,22386,JUMBO BAG PINK POLKADOT,20,2011-08-05 10:39:00,2.08,15194.0,United Kingdom,41.6,0,0,41.6
2456,562459,22386,JUMBO BAG PINK POLKADOT,100,2011-08-05 11:17:00,1.74,16029.0,United Kingdom,174.0,0,0,174.0
2457,562543,22386,JUMBO BAG PINK POLKADOT,10,2011-08-05 15:45:00,2.08,13552.0,United Kingdom,20.8,0,0,20.8
2458,562543,22386,JUMBO BAG PINK POLKADOT,20,2011-08-05 15:45:00,2.08,13552.0,United Kingdom,41.6,0,0,41.6
2459,562580,22386,JUMBO BAG PINK POLKADOT,10,2011-08-07 13:31:00,2.08,14024.0,United Kingdom,20.8,0,0,20.8
2460,562605,22386,JUMBO BAG PINK POLKADOT,10,2011-08-08 10:59:00,2.08,12530.0,Germany,20.8,0,1,20.8
2461,562619,22386,JUMBO BAG PINK POLKADOT,4,2011-08-08 12:34:00,2.08,15311.0,United Kingdom,8.32,0,0,8.32
2462,562711,22386,JUMBO BAG PINK POLKADOT,1,2011-08-08 14:53:00,2.08,16788.0,United Kingdom,2.08,0,0,2.08
2463,562733,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 10:20:00,2.08,14626.0,United Kingdom,20.8,0,0,20.8
2464,562768,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 10:49:00,2.08,14127.0,United Kingdom,20.8,0,0,20.8
2465,562775,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 12:21:00,2.08,15078.0,United Kingdom,20.8,0,0,20.8
2466,562779,22386,JUMBO BAG PINK POLKADOT,4,2011-08-09 12:58:00,2.08,17841.0,United Kingdom,8.32,0,0,8.32
2467,562788,22386,JUMBO BAG PINK POLKADOT,30,2011-08-09 13:48:00,2.08,17669.0,United Kingdom,62.400000000000006,0,0,62.400000000000006
2468,562789,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 13:50:00,2.08,14646.0,Netherlands,20.8,0,1,20.8
2469,562880,22386,JUMBO BAG PINK POLKADOT,100,2011-08-10 10:53:00,1.79,15838.0,United Kingdom,179.0,0,0,179.0
2470,562890,22386,JUMBO BAG PINK POLKADOT,10,2011-08-10 12:11:00,2.08,14191.0,United Kingdom,20.8,0,0,20.8
2471,562935,22386,JUMBO BAG PINK POLKADOT,50,2011-08-10 17:11:00,2.08,14156.0,Ireland,104.0,0,1,104.0
2472,562944,22386,JUMBO BAG PINK POLKADOT,10,2011-08-11 09:34:00,2.08,13985.0,United Kingdom,20.8,0,0,20.8
2473,562980,22386,JUMBO BAG PINK POLKADOT,10,2011-08-11 11:44:00,2.08,17686.0,United Kingdom,20.8,0,0,20.8
2474,562999,22386,JUMBO BAG PINK POLKADOT,10,2011-08-11 11:51:00,2.08,15117.0,United Kingdom,20.8,0,0,20.8
2475,563020,22386,JUMBO BAG PINK POLKADOT,20,2011-08-11 12:58:00,2.08,12428.0,Finland,41.6,0,1,41.6
2476,563022,22386,JUMBO BAG PINK POLKADOT,1,2011-08-11 13:34:00,2.08,17248.0,United Kingdom,2.08,0,0,2.08
2477,563026,22386,JUMBO BAG PINK POLKADOT,10,2011-08-11 14:04:00,2.08,15747.0,United Kingdom,20.8,0,0,20.8
2478,563076,22386,JUMBO BAG PINK POLKADOT,100,2011-08-11 16:12:00,1.79,14646.0,Netherlands,179.0,0,1,179.0
2479,563097,22386,JUMBO BAG PINK POLKADOT,10,2011-08-12 09:11:00,2.08,17642.0,United Kingdom,20.8,0,0,20.8
2480,563200,22386,JUMBO BAG PINK POLKADOT,1,2011-08-14 10:49:00,2.08,13838.0,United Kingdom,2.08,0,0,2.08
2481,563204,22386,JUMBO BAG PINK POLKADOT,30,2011-08-14 11:49:00,2.08,17048.0,United Kingdom,62.400000000000006,0,0,62.400000000000006
2482,563213,22386,JUMBO BAG PINK POLKADOT,2,2011-08-14 12:55:00,2.08,16115.0,United Kingdom,4.16,0,0,4.16
2483,563214,22386,JUMBO BAG PINK POLKADOT,5,2011-08-14 12:56:00,2.08,16370.0,United Kingdom,10.4,0,0,10.4
2484,563214,22386,JUMBO BAG PINK POLKADOT,1,2011-08-14 12:56:00,2.08,16370.0,United Kingdom,2.08,0,0,2.08
2485,563241,22386,JUMBO BAG PINK POLKADOT,10,2011-08-15 10:22:00,2.08,12758.0,Portugal,20.8,0,1,20.8
2486,563245,22386,JUMBO BAG PINK POLKADOT,10,2011-08-15 10:53:00,2.08,16272.0,United Kingdom,20.8,0,0,20.8
2487,563350,22386,JUMBO BAG PINK POLKADOT,2,2011-08-15 14:10:00,2.08,14498.0,United Kingdom,4.16,0,0,4.16
2488,563376,22386,JUMBO BAG PINK POLKADOT,5,2011-08-16 10:36:00,2.08,15752.0,United Kingdom,10.4,0,0,10.4
2489,563450,22386,JUMBO BAG PINK POLKADOT,20,2011-08-16 14:33:00,2.08,16523.0,United Kingdom,41.6,0,0,41.6
2490,563532,22386,JUMBO BAG PINK POLKADOT,100,2011-08-17 11:04:00,1.79,17511.0,United Kingdom,179.0,0,0,179.0
2491,563533,22386,JUMBO BAG PINK POLKADOT,1,2011-08-17 11:14:00,2.08,16241.0,United Kingdom,2.08,0,0,2.08
2492,563543,22386,JUMBO BAG PINK POLKADOT,10,2011-08-17 12:06:00,2.08,15039.0,United Kingdom,20.8,0,0,20.8
2493,563555,22386,JUMBO BAG PINK POLKADOT,2,2011-08-17 13:21:00,2.08,16755.0,United Kingdom,4.16,0,0,4.16
2494,563613,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 08:49:00,2.08,12688.0,Israel,20.8,0,1,20.8
2495,563615,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 09:01:00,2.08,16945.0,United Kingdom,20.8,0,0,20.8
2496,563626,22386,JUMBO BAG PINK POLKADOT,20,2011-08-18 10:31:00,2.08,16187.0,United Kingdom,41.6,0,0,41.6
2497,563659,22386,JUMBO BAG PINK POLKADOT,100,2011-08-18 11:00:00,1.75,13694.0,United Kingdom,175.0,0,0,175.0
2498,563661,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 11:23:00,2.08,13048.0,United Kingdom,20.8,0,0,20.8
2499,563709,22386,JUMBO BAG PINK POLKADOT,1,2011-08-18 15:17:00,2.08,15472.0,United Kingdom,2.08,0,0,2.08
2500,563718,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 16:18:00,2.08,15144.0,United Kingdom,20.8,0,0,20.8
2501,563733,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 17:57:00,2.08,18225.0,United Kingdom,20.8,0,0,20.8
2502,563746,22386,JUMBO BAG PINK POLKADOT,10,2011-08-19 10:05:00,2.08,14745.0,United Kingdom,20.8,0,0,20.8
2503,563837,22386,JUMBO BAG PINK POLKADOT,10,2011-08-19 13:03:00,2.08,15078.0,United Kingdom,20.8,0,0,20.8
2504,563855,22386,JUMBO BAG PINK POLKADOT,10,2011-08-19 15:29:00,2.08,14709.0,United Kingdom,20.8,0,0,20.8
2505,563900,22386,JUMBO BAG PINK POLKADOT,200,2011-08-21 11:05:00,1.79,14566.0,United Kingdom,358.0,0,1,358.0
2506,563928,22386,JUMBO BAG PINK POLKADOT,3,2011-08-21 15:17:00,2.08,17059.0,United Kingdom,6.24,0,0,6.24
2507,563943,22386,JUMBO BAG PINK POLKADOT,20,2011-08-22 10:04:00,2.08,13139.0,United Kingdom,41.6,0,0,41.6
2508,563944,22386,JUMBO BAG PINK POLKADOT,20,2011-08-22 10:08:00,2.08,17581.0,United Kingdom,41.6,0,0,41.6
2509,563952,22386,JUMBO BAG PINK POLKADOT,8,2011-08-22 10:44:00,2.08,15572.0,United Kingdom,16.64,0,0,16.64
2510,564044,22386,JUMBO BAG PINK POLKADOT,6,2011-08-22 12:58:00,2.08,16952.0,United Kingdom,12.48,0,0,12.48
2511,564053,22386,JUMBO BAG PINK POLKADOT,20,2011-08-22 13:42:00,2.08,14188.0,United Kingdom,41.6,0,0,41.6
